comment,toxic
 hello i keep getting a message from another user stating that i am vandalizing a page which clearly am not  please go to http en wikipedia org wiki talk nissan gt r under overwhelmingly published articles state the nissan gtr is a supercar what have i done wrong and why are they not following the rules set forth by wikipeadia please help thank you  ,0
need some guidance i need to report another user for attempting to intimidate me by violating my privacy by calling out personal details about my location on my user talk page his user name is hasteur  can you please direct me to the right place ,0
yes  needs photo yes  activepol a e work group politician work group military work group sports work group s a work group musician work group yes  listas  ,0
go ahead and fuck  ing ban me like that will help i have a new ip at the drop of a hat on my wireless card you are a sad group of people that allows people to harrass others without provocation hypocrite is correct don t say you ll help someone when it s a blatent lie you want incivility fuck off you bunch of bitch cunt s ,1
oh yeah i d explain to you why i m so apathetic but i can t be bothered ,0
  you have confused something here  my only edit to the article was to remove the afd tag after closing its articles for deletion debate  please see the edit history of the article  when you look at such an edit history you can see exactly which actions were taken by different editors by comparing different versions of the article  to see what my edit was  you would check the box just prior to my edit as well as the box next to my edit and then click compare selected versions  by doing so you would see the actual change i made to the article  which you have not reverted  i believe the edits you are referring to were made by on a separate note  the current introduction is just about impenetrable and needs a substantial rewrite ,0
 self induced abortion vfd  thank you for voting to keep the article on self induced abortion  i promise to continue working to develop and improve this article talk jun utc  ,0
shut up you goddamn assclown ,1
i know the images i ve uploaded in the past were not expectional but if you re suspicious of me copying the author and link  i swear i didn t this time you can help upload the image at wikipedia from the website  it s abc news so i m sure it s not from random website  thank you  rihanna knowles january pst ,0
hey man  yeah  i understand the problem  i didn t know it had to explicitly state that  thanks ,0
 two simple facts i really like this thomas this is not about ct vs  oct it is about getting two simple facts as accurately presented as possible there are no facts regarding controlled demolition of the wtc  i had hoped you would come to realize this but apparently you have not  you argue incessantly about only one topic and you are a single purpose account who i see is misusing this resource to promote your agenda  i am going to be very busy over the next week  but i indeed hope you start working on other articles and cease and desist with your neverending crusade to minimize factual information  ,0
stop telling lies and trying to promote your pro zionist entity agenda under the hidden auspices of npov and fairness  i will report you if you keep polluting wikipedia with zionist lies and filth ,1
redspruce redux as i said in our last conversation  arguing about quotes in footnotes at one article serves no purpose  when consensus is reached at one article  rs moves to another article  we are now here  what is your opinion ,0
wow i havent seen much of this on the news ,0
 can you come back with a reasonable debate to this  i m just going to keep editing your pov out until you can show othewise ,0
ambassador to the philippines seeking clarification  is this the harry k  thomas who has been designated as the next united states ambassador to the philippines  the two biographies do not seem to match ,0
speedy deletion info the only criteria it has to match is that he was not notable  it doesn t matter if there is an afd  especially when some of the comments included in the deletion vote were about an apparent plot to kill the prime minister for which there is no evidence of him ever getting charged or arrested  even the article doesn t support its title s claim the person is not noteable and i have an email from jimbo jones that states alex kulbashian doesn t look noteable either ,0
you re  block  from spamming do it again and you ll be  block  again feb utc ,0
helicia dyk issue dyk nomination of helicia  hello  your submission of helicia at the did you know nominations page has been reviewed  and some issues with it may need to be clarified  please review the comment s  underneath your nomination s entry and respond there as soon as possible  thank you for contributing to did you know ,0
your boring and  retard ed two,1
 feedback as requested hey antonin  i m only too happy to help out  as much as i can having so many problems elsewhere  in fact  completely and utterly stuck and rather despondent about it all  first impressions  not yet a balanced article a lot on the controversies  too little on the magazine and its background  the latter  i think  needs clarification  what was the czech political cultural context  and how did this produce the magazine conservative is too vague i think readers will benefit from being told more about czech conservatism  then there s the magazine itself  who started it  and what were they doing before this editorial policy  contributors trans fer of ownership  if any  and whether or not the magazine has changed since its acquisition by the media group  put it this way  certainly in the uk  and probably in the us an award for growing the best cannabis plant isn t something usually associated with a conservative magazine  i ll put this page on my watch list  i ll be happy to sort out any copy issues  btw  best regards  thanks for your opinions  davey  you are right  the article is not balanced  i m trying to use only sources independent on the magazine itself  and unfortunately the sources deal mainly with controversies  there is an overview of the history of reflex in the th anniversary issue  i ll try to expand the article with that information and answer your questions  btw  reflex is sometimes really considered as a conservative magazine  could there be a little difference between the perception of the term in the professional and well developed anglo american journalism and the perception of still young independent czech journalism  using of this term in the post communist world is quite complicated  as conservatism defends traditional values and continuity  and the first free post communist media  including reflex  had to start building again  to some extent they had to find the values and the interrupted tradition  the provocative cannabis award could be an attempt to test the borders of freedom of speech and to come closer to independent and bold journalism  this is  however  just my vague point of view  we should probably avoid this association on english wikipedia  as this is a world grown in a completely different tradition and experience  again  thanks for pointing out the problems  i ll work on it  i ve attempted to expand and clarify the origins and background of the magazine as recommended  yes  i ve been hovering over your shoulder the whole time  good beefy stuff  d you reckon you re pretty much done with the content cos i do  and intend twiddling up the prose some time this weekend  by the way  it s no big deal but are you ok with all those red links hi davey  you won t believe how happy i am seeing that you are still interested  i m careful with the red links  this project has still gaps in detailed covering of czech topics  all of the red linked names are notable czech journalists  see the czech wiki articles for jan ib  k  petr h  jek  ji x  dole  al  tom fe  tek  josef kl  ma  ji pehe  tom bald  nsk bohumil pe  inka  milo erm  k  pavl  na wolfov with the red colour i m trying to point out that they should have articles also here  thank you for your help and interest  ask w hate ver oh  i know how that one feels  it can be a strange and lonely business indeed  still  here come the queries constitution and editorial continuity  d you know who owned it in the first place  was it a one man show which employed petr h  jek  or was he owner and editor  sorry to be picky here  but it ll matter  particularly as this is living persons biog yes  the blp issue is the main reason why i asked for your help  h  jek was the owner  together with andrej astn and ji fleyberk  he seems to be the most important one  according to my sources  ok  so the sale of the magazine  over the heads of the editorial board  was entirely legal  despite the resentment  d you think this was seen as a matter of personal gain and freedom of action  on his part  vs personal responsibility,0
  israeli historian ilan papp wrote a book called the ethnic cleansing of palestine  if i tried to cite the title of the book as a source for adding palestine was ethnically cleansed to an article  i would be  rightly  laughed off the page  and probably sanctioned  your proposal is no different  please quote what you want to use from hosking s book  and what edit you wish to support with this  otherwise  stop prevaricating and go elsewhere  ,0
botany i thank you your help in the articles about botany and i hope you will write about genera and families in future  i ask you  can you find more people willing writing in tropical trees  genera and families you could enlarge about this topic in wikipedia forums that could be interested about these type of articles  they are welcome too  i thank you very much  really there are few people interested in botany and you can find information in other wikipedias or  trans late information from other languages  if you are not very interested in write about botany or your friends are not interested  you can tell them  that botany is a good way to practise another language and learn about vocabulary i am from spain and my mother language is not english language  besides my english language is really bad  to me the main aim is to gather the abundant information disperse already on wikipedia  but the information is not in the place where people seek is looking for it  please  don t be afraid  you can help  you not need to be an expert  even you not need to be very interested in living beings  i don t know how motivate you to write about botany  but i ask you  thank you very much by read this ,0
why did that idiot revert the reversion i made  can that moron not have the decent common manners to post on the talk page  what a rude fuck arrogant twat who doesn t know what he s talking about  none of you fuck  ers have any manners ,1
acorn issues i was quite disappointed to have the changes i worked on earlier tonight stripped out and the page locked i wanted to include the current distress of acorn and felt i was being careful in connecting relevant news agencies that would validate the issues maybe my wording was less than ideal  but the content i wanted to convey certainly should be attributed to the current and apparently ongoing actions of acorn please reconsider and possible include the context of the issue more completely thanks,0
shalom semite  get the fuck out of here  i will kill you  you son of a bitch if you don t leave wikipedia  if you tell anyone i said this to you  i will rape your jew  family  choke on a bagel  you faggot  y hymie cock suck you better fuck  ing die  before i hunt you down and piss on your face  if you get me  block  for this  i will find you and shoot you  i just want your jew fuck  ing self gone  you  dumb  mother  fuck  ing piece of  shit  g d damn jew die  shalom  we came in ,1
personal attacks please do not post personal attacks on my talk page  i have deleted the one you did post  i think that s very rude and out of order  how very childish ,0
 tidied up massively means i tidied it up massively pretty simple really w hate ver problem you have with the use of grand slam to refer to a single tournament is your problem  not mine once you ve convinced the world of sports journalism that they are getting it wrong  then you can change it here until then  the article reflects the usage a simple question for you is the title of this article major tennis tournament or is it grand slam ,0
 the first sentence says that media sources generally describe larouche as an extremist  and george and wilcox explain why that is so  it also explains that he came from an extremist environment  where people fell out with each other very badly  and then started criticising each other  george and wilcox thought it worth mentioning as a significant aspect of the story in their discussion of larouche  so i don t see why we should not mention it ,0
 another review i m not asking for anything formal  but i was wondering if you could read over and comment on subfossil lemur whenever you have time  i know you re busy  so it can wait  it will likely be my next fac also  the article mentions a coprophilous fungus  sporormiella spp so it might be up your alley anyway  take your time if i can finish revising silky sifaka for erik patel as i promised today  i may try to help out with w hate ver you have up for review  best  talk ,0
 yes  i mentioned that in the latest afd  how do you reactivate a closed sock investigation  yo ,0
heres the talkpage discussion that jehocman has  block  me for hi collect  i know you are a very considerate npov editor in regard to content additions in regard to blp articles  recently i have started to notice quite a few editors opposing any blp considerations  policy is quite strong from the foundation and arbcom in regard to blp and if this is not filtering through it may be necessary to return to arbcom for further clarification as your involved in many of the discussions  would you please log and keep an eye out for users that repeatedly oppose blp considerations and for discussions that from your neutral blp considerate position resulted in a pov support consensus  youreallycan user will beback has joined in and user coffeepusher has also reverted ygm youreallycan is there a problem  does a sentence on his most famous law case actually violate blp will beback  talk you are well aware of the good faith npov concerns that your desired addition as focusing unduly on one project in four years work is in violation of wp undue user coffeepusher has now two reverts and is edit warring the disputed content into the blp  youreallycan huh  working on wikipedia for four  sic  years is undue  that s a very strange theory  i am well aware that you don t like me and that you and collect follow me around wikipedia opposing perfectly good edits  will beback  talk not you read before you comment please  you see your own bigotry i have no idea about you at all no one is following you around  you attract investigation through your contributions youreallycan now you re accusing me of bigotry whew  will beback  talk from an npov position  i am disturbed by your contributions and have already pointed that out to you i urge you moving forward take a more blp considerate npov position through your contributions youreallycan i honor and obey all of the wikipedia policies  please don t call me a bigot  i consider that to be a personal attack  will beback  talk i am disturbed by your contributions and have already pointed that out to you i urge you moving forward take a more blp considerate npov position through your contributions your wiki lawyering claims of attack are just a meaningless distraction from reality  youreallycan my position on strong observance of the letter and spirit of wp blp should be pretty much clear  collect  talk ,0
frankly  at this point i m not sure if it is significant  based on the fact it is such a large  mainstream publication  or was pre internet days or not for reasons you state  obviously if other wp rs mention this  as they may over time  it would become more significant  after i get more general input on coi issues below  and if no npov editors opine  including on other issues that might come up it can be brought to the proper forum for opinions ,0
 in response to your feedback have you visited wikipedia tutorial talk ,0
i checked it but couldn t find that ,0
 please do not vandalize pages  as you did with this edit to paco catholic school  if you continue to do so  you will be  block  from editing  ,0
fat piece of  shit  you obese piece of  shit i thought of you naked last night  got sick ,1
one mroe question before i go to bed  i was wondering if it would be better that the acc headquarter pictures were smaller like px or px because the readers would find it easier to skim  also it wouldnt look like we are trying to use pictures to make our page seem longer p ,0
in pmr was simply renamed rcp ,0
i ve created based on i haven t tried it out yet to see if it works  will repost dler ,0
  the marriage article is biased  against  objective truth  jew s and christians  it has always been that way with traditionalists eventually  block  and banned  there is a same sex marriage article  no traditional marriage article  it was deleted  this is an ideological battle in the culture wars  this is war ,0
how is asking for correct references disrupting a page  do you support bad history ,0
 news suppressed on wikipedia http rexcurry net wikipedialies html rexcurry net is the historian who made the following discoveries covered elsewhere and on wikipedia the usa s first pledge used a straight arm salute and it was the origin of the salute of the monstrous national socialist german workers  party nazi s it was not an ancient roman salute http rexcurry net pledgesalute html the pledge began with a military salute that then stretched outward toward the flag  historic photographs are at http rexcurry net pledge  html and at http rexcurry net pledge military html due to the way that both gestures were used  the military salute led to the  nazi  salute  the  nazi  salute is an extended military salute  http rexcurry net book a contents pledge html the pledge s creator was a self proclaimed socialist in the nationalism movement in the usa and his dogma influenced socialists in germany  and his pledge was the origin of their salute nazi  means national socialist german workers  party  a mnemonic device is the swastika  hakenkreuz in german although the swastika was an ancient symbol  it was also used sometimes by german national socialists to represent s letters for their socialism hitler  altered his own signature to use the same stylized s letter for socialist  http rexcurry net book a contents swastika html  the pledge is part of the usa s growing police state the insane government in the u s  could cause comatose persons to pledge dis allegiance  desecrate the flag  and recite a declaration of independence  remove the pledge from the flag  remove flags from schools  remove schools from government as a libertarian lawyer  rex curry provides pro bono services nationwide in schools and elsewhere  to educate the public about the news government schools will never teach children about their pledge rights  nor the truth about the pledge and its author most comments fail to ever mention that francis bellamy and his cousin edward bellamy were national socialists in the usa  wrote for and supported their nationalist and new nation magazines  the nationalist educational association and pushed their totalitarian dogma in their nationalism clubs worldwide  including in germany  and that the bible of their movement  edward bellamy s book looking backward was  trans lated into every major language including the languages of those countries that became home to totalitarian socialism and the socialist wholecaust  of which the holocaust was a part  under the national socialist german workers  party million dead the union of soviet socialist republics million dead and the peoples  republic of china million dead it is easy to see why anyone would want to cover all of that up  but it should not be covered up in the usa  the bellamy dogma supported a government takeover of education the government s schools imposed segregation by law and taught racism as official policy the usa s behavior was an example for three decades before the  nazi s  as under  nazi sm  the jehovah s witnesses  and blacks and the jew ish and others in the usa attended government schools that dictated segregation  taught racism  and persecuted children who refused to perform the straight arm salute and robotically chant the pledge  some kids were expelled from government schools and had to use the many better alternatives there were acts of violence  when jesse owens competed in the olympics in germany  his neighbors attended segregated government schools where they saluted the flag with the  nazi  salute the u s  practice of official racism even outlasted the horrid party and the schools and the pledge still exist  the pledge is still the most visible sign of the usa s growing police state  after segregation in government s schools ended  the bellamy legacy caused more police state racism of forced busing that destroyed communities and neighborhoods and deepened hostilities bellamy was a self proclaimed national socialist in the usa  with the nationalist magazine  and he preached what he called military socialism  the federal flag darkens schools because bellamy wanted government to take over all schools and to eliminate all of the better alternatives worse  bellamy wanted the government to take over everything  not just schools  he wanted the government to impose the military system on all of society  school flags are a symbol of  nationalization  militarism  and socialism the bellamy dogma was the same dogma that led to the wholecaust of which the holocaust was a part million killed under the former union of soviet socialist republics million under the peoples  republic of china million under the national socialist german workers ,0
 from their website in rudolf schenker started up the scorpions in hanover  link  http w the scorpions com english history asp ,0
 multiple languages ethnologue states that what this article refers to as dialects are actually seperate languages  should this article be split ,0
 the brazilian figure is based on the national census  if there is no racial census in chile  then the figure is based on what  how can people know the percentage of whites in chile if there s no census ,0
by the way  i don t practice islam so i m not a munafiq  which means you re not allowed to stone me to death or w hate ver the punishment is ,0
the exeter article has a wikipedia article so that should go back in  or maybe the exeter article needs someone to take a harder look at him  the latter  i ll be putting some maintenance tags on that article in a bit ,0
ps you re all middle aged losers at home in your parents basements living off bucks a week,1
 what s meaningless is your pov argument the most politically charged event of the past years  that piece of the cold war the entire world pointed to  was the berlin wall now  a new wall is being built  garnering similar attention what s more  almost everyone who hears of this seperation barrier instantly says  like the berlin wall all other references to the berlin wall have been removed from the article the link belongs jul utc ,0
 i grow tired of protecting articles from bully users  amib and this other guy  the one word i can associate with them is bully they think that they can get away with telling people that their opinions hold no weight in this matter and delete an article  both of the users are trying to make up reasons for the article to be deleted  the first was that it was of low quality and beyond repair  the second was  and this is the worst  is that a result of keep can result in a redirect  on the basis that redirect votes add to keep  not delete and the third one is that it is unsourcable and should be deleted unlike the majority of articles which have no sources  there is no logic to this  they didn t create  for fun  i m not in the mood to be polite with people who aren t interested in acknowledging any other view but their own talk ,0
hi  it was great to see not only another fan of arrested development  but also a synaesthete  good on you  you sound like a cool guy ,0
for january discussion ,0
ah good swing on  in that case ,0
redirect talk vincent o brien national stakes,0
indeed  your e right  what s so frustrating about english is that if you are not a native speaker  or at least learend it at very young age  you will get hard time to get to closer level with native speaker of english  it may be much easier for people whose native tongue is german  dutch  some scandinavian languages  except for finnish  and etc but for me at the least it s not come naturaly  but i must say that during the last years i didn t have many opportunities to practice it extensively the english vocabulary is huge  not once there are different words for the very same object with most cases it s unnecessary  probably it s related to the expansions of the british empire i realy think that german and english are among the hardest languges to take control of  spanise on the other hand  is very friendly  ,0
 to the circumcision boss said that banned is banned  son  you might want to take an introduction to western civilization course at your local community college you re so unfamiliar with the enlightenment that you don t realize that banned is a badge of honor in the history of human progress ,0
those were attempts at tweaking it to work when logged out  the page model is a bit different then  and in other skins  cheers ,0
hey treasury i  hate  to break it to you but one of the other users saw what you did  you won t be around here much longer once i get un block you and ryulong think you are very clever but another user also saw you do it  apparently you are not as smart as you think you are  you will be banned permanently as soon as i am un block  and i can report what you did and the other user will confirm it that you did the same thing to their edits ,0
by the way  there is no evidence  except that reported on blogs  that sanchez is in porn videos  sure  people could go rent them and watch  but that would be original research and he appeeared under pseudonyms  so you might as well go ahead and eliminate any mention of his porno too  face it  that s what you want to do anyway  so you might as well get it over with  down the memory hole at wikipedia ,0
i agree  btw  same story about navahradak being capital is also repeated on belarus article  i think these disputes about various national ways to present history of gdl should be on article grand duchy of lithuania and everyone who wants to read more about the duchy would click the link ,0
  thanks for the update  and my aplogogies for not assuming better faith about the listing errors  talk  ,0
by the way  i am and always was happy to fix up any specific issues with my edits that elf brought to my attention  provided they weren t totally unreasonable but i received no such requests from elf  all he would do is revert the whole lot without consultation with me first ,0
 i find it interesting though that he removed the link to his still intact userpage talk archive where there seems no alleged death threat issue either other than regarding his flame wars with ,0
oot bosses  i have something i wanted to discuss with you  but i didn t to bring it up in the public talk pages  i saw that you been leaving various messages on the talk pages of other contributors  and they seem to point the blame at the article changes at myself and the other gent who worked on it  now i ll take respnosibility  because i contributed  but  you can t very well sit there and act like you weren t part of it  we brought the idea for change up  and you agreed to it  heck  you even did most of the work  so i d appreciate it if in the future you didn t try to act like we did something bad against your will  and maybe i m reading too much into this  and if that s the case  then i apologize in advance  but that s just the way it seems to me ,0
notable alumni section i removed several people from this section because they do not have their own wikipedia article  which is required to establish notability  the information i removed is  jennifer o malley dillon  executive director of the democratic national committee  bob ward  fox news reporter gerry leone  attorney  former da middlesex county and james vallee  attorney  former house of representatives majority leader  thanks,0
 i m sorry  i was lazy here s where i got the information about the diphthongal variants  of and they make it clear in the references that wells a  is wells  j c  accents of english an introduction cambridge  cambridge university press they also say cruttenden is cruttenden  a gimson s pronunciation of english th edn  london  arnold a handbook of varieties of english  bernd kortmann  edgar w  schneider  walter de gruyter is where i got the information about  monophthongization in cock ney  they  in turn  referenced wells in this case  wells refers to wells  j c  accents of english the british isles  cambridge  cambridge university press there you go  ,0
hmm  thanks  but it s a nasty hack really martin talk ,0
  i understand you  but you also should understand me  you shouldn t revert my work  as you can see  i don t disrupt your edits at articles draza mihailovic  josip broz tito  or at template yugoslav axis collaborationism  i realy respect your effort and work there  and i don t revert it  i have no desire to get  block or to drag you into another blockade  i want to resolve all this disputes with you  as you can see i already changed template politics of yugoslavia to a neutral  non image version  these are my proposals to you if we put in place your version of the list of yugoslav prime ministers  it will remove drago marusic as prime minister in between ivan subasic and tito  if you agree to left him on the list  this dispute is over  if we agree about marusic  we can also agree about the issue kingdom or df yugoslavia federal republic of yugoslavia was a complete different state than serbia and montenegro  it wasn t like kingdom of serbs  croats and slovenes and kingdom of yugoslavia  or federal people s republic of yugoslavia and socialist federal republic of yugoslavia  in after the adoption of the constitutional charter  whole system of government was changed  even the position of the prime minister was abolished  and merged with the position of the president  those two countries realy need a separate articles  also  their armies need a separate articles articles president of the federal republic of yugoslavia and president of serbia and montenegro should remain separate  the last president of fry was vojislav kostunica  from until when he was replaced by svetozar marovic of scg those two offices was very different  president of fry wasn t both head of state and head of government  like president of scg prime minister of the federal republic of yugoslavia wasn t prime minister of serbia and montenegro but of fry  that article should retain its current name as you can see  yesterday i changed template politics of yugoslavia to a neutral  non image version  i hope that you agree with this version p s  i m sorry if you think that people from the balkans are uncivilized  it s not true  believe me  we aren t better or worse than other peoples  ,0
william wilberforce no worries  i had noticed the question of attribution  and had a look at the ferens site before uploading  but saw nothing about the issue  i hadn t thought to look on the talk page  thanks for letting me know  regards ,0
you gotta let somebody love you ,0
 great peace keeping  that solved the problem in my opinion  ,0
hi  sometimes you are wright  sometimes i am rihgt sometimes we are wright ,0
yeah i no it  suck s ,1
i think he is a  gay faggot  ,1
seems likely from their descriptions ,0
file cti measurements jpg listed for deletion  a file that you uploaded or altered  file cti measurements jpg  has been listed at wikipedia files for deletion  please see the discussion to see why this is  you may have to search for the title of the image to find its entry if you are interested in it not being deleted  thank you ,0
  i am really sorry about your relatives  but any reasonable person  as i know you are  should agree that the persecution of the copts  the massacre in luxor cannot be compared to a collapsed building  copts are important part of egyptian society  i am not saying that the whole section that you deleted should be included  but a few sentences should  here s an extract from speigel copts make up the largest christian community in the arab world and around million egyptians belong to the coptic church  they re barred from high government positions  diplomatic service and the military  as well as from many state benefits  universities have quotas for coptic students considerably lower than their actual percentage within the population building new churches isn t allowed  and the old ones are falling into disrepair thanks to a lack both of money and authorization to renovate  when girls are kidnapped and forcibly converted  the police don t intervene  thousands of pigs were also slaughtered under the pretense of confining swine flu  naturally all were owned by christians  the same with luxor s massacre  for example see article spain  it talks about bombing in commuter trains in madrid  spain on march egypt should have a few sentences about the massacre in luxor s too  ,0
neutrality can we get a professional that s not employed by humanewatch org to clean up this article please ,0
why do you assume that i m a native speaker of english  why don t you simply accept that i m having messages relayed from an alien planet on which  despite multifarious differences  something akin to the roman alphabet developed in parallel  complete with  e  o and the  ee oo  innovation in the more advanced cultures  why do you insist on putting something called  regularity one grapheme one function above efficiency in conveying the full range and variety of phonemes  stereotypically german or what ,0
i would value your opinion on this the recent ugly behavior of a user in istanbul pogrom along with my fruitful collaborating with a turkish editor on some articles have made me think if there is a way to deal with all this mutual suspicion among greek and turkish wikipedians  so i came up with the idea of a wikiproject where greek and turkish wikipedians work together assumming good faith and trying to overcome the said suspicion  i have written a i would greatly appreciate it if you would read it and comment on it  could it be done  is there any point in trying  does it brake any wikipedia anti cabal rules  thank you in advance ,0
 reply to mr  burdak i am glad to see you have at least referenced that quote now it was not at all clear before where it came from  as it does not agree with standard  trans lations of that passage  one wonders about the unusual wording so reminiscent of the odd quote you made from the mahabharata the other day  but  more importantly  what about the completely false reference to the history of civilizations of central asia  vol  ii why have you  again  not replied to my pointing out of this apparent dishonesty  this is only the most recent in a very long list of false quotes and references you have made and i have exposed on these pages as you well know  now  i am willing to accept that maybe one or two false quotes could be the result of honest mistakes or sloppy research but when the process is repeated over and over and over again one begins to suspect that the author is doing it deliberately and intends to deceive readers  so  quite naturally  i and others have come to mistrust any quotes you may give especially to sources that are difficult to check  i am sorry but you have brought this situation upon yourself  ,0
my user page thanks for reverting the vandalism on it  talk contribs ,0
i m  gay i m  gay  and i don t care who knows it  sorry  i have sudden outbursts anyway  obviously,0
 evidence redux i ll be frank the blocking of  came a bit late for my taste however  he was found to be in violation of the revert rule  and to again quote the policy which ironically malke was threatening people with and was himself found to be in violation of a bright line exists on edit warring  known as the three revert rule rr if an administrator has not acted already by this point  then action is very likely  especially if a report is made to the noticeboard  policy forbids edit warring generally  and editors may be  block  if they edit war  with or without breaching  rr  i commend  for taking the actions he did the subsequent complaints malke made  and his promise to cease his activity in order to get un block  a few days later  are a matter of record on his user talk page malke has since deleted the notifications  but they are viewable in his talk page history  and make interesting reading after malke s block on august i decided i needed to take a step back for the past ten days i have busied myself with other wikipedia subjects i now return to this page i suggest we talk a bit about what happened  and i also suggest we take a look at what happened here this month  edit by edit it continues to seem clear to me that malke was editing with obsession towards an agenda  his obsession got him in hot water with the admins soon  wikipedia policy is going to change  as many here know i d welcome some reasonable discussion  and renewed work on the article  on closer examination of the history pages of the main article  it appears some of malke s biased edits  through sheer volume  are still in effect i propose going through every edit of his  see exactly what changes of his have survived  and put back all relevant  sourced material once that is effected  we can pick up the chore of dealing with further improvements  having just returned to wp from an extended absence  i am not fully familiar with what has occurred with this article  but cursory skimming of the talk page reminds me of some of the frustrations which led me to leave wp more than a year ago  i recognize malke s concerns  material that is added back should strictly follow wp blp  ie it should be directly relevant to rove  not defamatory  and should be sourced by reliable secondary sources  malke s concerns were one thing  his methods another admins  block  him not only due to his violation of the three edit rule  but because he was deleting paragraphs of properly sourced material  and as the admins noted  to quote directly from malke s talk page history  since he has since  for obvious reasons  deleted all reference to his blocking an impartial administrator just did  i don t know you from adam  and haven t so much as looked at the contents of your edits  all that matters is that you broke wp  rr  and received a short block for it  if you want to be un block all you have to do is agree to stop edit warring  regardless of whether you think it is justified or not  o i highly commend the admins  and urge others to support their work  these admins had not been involved here previously  they took firm  direct action on a disruptive editor  malke  who was judged to be making untrue statements regarding his efforts i again suggest we move past this period of turmoil and examine what changes were made to this article by an editor whose tactics earned him a block and who  in my view  obse,0
 january utc  wikipedia is hosted in the us  so us laws on copyright  etc  are enforcable  that s just the way it is  and we need to avoid legal action being taken against the foundation  to be honest  i don t see big differences in behaviour of editors by nationality  so far as nationality is apparent i suspect that there are just more americans here than any other nationality  simply due to sizes of populations of english speakers  so any group of editors is likely to have more americans than anything else  including the helpful  constructive  thoughtful ones  i think  however  that there are a higher proportion of editors here now than ever before who have little interest in adding and improving content  preferring to delete  argue  try to raise the bar on notability and fair use guidelines to allow more to be deleted  etc but i don t see this as a wholly us phenomenon ,0
your discarding of vandalism complaints re a recent vandalism report i submitted the user in question has received numerous complaints  including from bots  and has resumed the same independent activity after being  block  a couple weeks ago  the user is rarely using authoritative references but apparently only what turns up first on google  i d feel differently if the vandal were responding at all to any complaints or if the user weren t making dozens of similar edits each day  i ve learned my lesson from you and i won t complain about this user again  and i certainly won t report any others that regularly trash wp with similar types of rumors and fake references  so i don t expect a reply from you  but i think you are making a serious mistake by not treating this as vandalism and immediately imposing restraints  ,0
merge is now complete  i removed a section recently added about the content of a current issue  leaving in the text and references about the magazine itself ,0
trust me  mr  wants the world to know he s  gay i m on him hte minute he gets home from school i wish you no ill will  but my son was on the computor at this morning that won t fly he is learning a lot from these on line debates are you ,0
see the news out today in the press  un parque nacional espa  ol se cuela entre los m  s visitados del mundo  he says the teide is the  th most visited in the world today  do you have anything to say ,0
we needs must be very careful to present these in historical context and without original synthesis  but they are notable to the topic of how parapsychology interacts with other disciplines  a less controversial  and less notable  parallel might be how music theorists have viewed the use of synthesizers in rock music over the last few decades cont  ,0
vergina sun  the pic is within fair use as it was made by a person i know and given to the public domain  that s a non issue ,0
 talk contribs ,0
also  please have a look at wikipedia s notability guidelines  and don t create artciles unless you can demonstrate that their subjects satisfy those guidelines ,0
 i notice you reported me for saying i m webmeister  um  why  because i am  i really am the member webmeister from that forum  what do you particularly wrong with that ,0
 masada and end of jew ish roman war,0
if some people are anti catholic then their just biggots ,0
you ignored him too,0
  as user dr k wasn t saying it in the article,0
laseractive hi schuminweb  i am confused by your removal of the laseractive link to the virtual laseractive museum  did you have a chance to explore that a little  like on the left  check various sections cheers cyro,0
lists of islamic jihads,0
 url update  update to my previous  and only  post i checked today and verified that the original chucknorrisfacts  url is working  vs  the  replacement  url mentioned in my previous post  thechucknorrisfacts ,0
a person living in canada has just as much right as anyone else in the world to research and own a particular dog  or anything else you  nor the koolie club of australia  have patented sole rights to these dogs wikipedia is all about correct information and not theories and your own ideas of what happened  what was and what will be  wikipedia is based on facts  which clearly has been stated on the german coolie page and not the australian koolie page ,0
  thank you  given the misuse of tools here and the itchy trigger finger as exemplified by the thread above  this admin needs to be examined by arbcom  i m not surprised to see a thread already open at ani discussing it s recent behavioural trends  i won t be initiating anything but will most certainly be presenting evidence at the appropriate time  in the meantime someone needs to tell this admin to calm the fuck down and stop removing comments mad by editors on their own talk pages  that s a blockable offence  especially when they were told to never post here again  involved much ,1
based on the above discussion it is abundantly clear that there is no consensus for insertion of the third criteria repeatedly inserted by disruptive edits ignoring the talk page completely  also unacceptable is editing the list based on the new criteria within the same edit that changed it ,0
if it s irrelevant i ll remove it  the sentence adds nothing at all to anyone s understanding of the murder ,0
